batch_idx,layer_idx,seq_idx,num_tokens,orig_unique_experts,reduced_unique_experts,dropped_experts
850,,7,1,6,6,0
850,,8,1,6,6,0
850,,9,1,6,6,0
850,,10,1,6,6,0
850,,11,1,6,6,0
850,,12,1,6,6,0
850,,13,1,6,6,0
850,,14,1,6,6,0
850,,15,1,6,6,0
850,,0,1,6,6,0
850,,1,1,6,6,0
850,,2,1,6,6,0
850,,3,1,6,6,0
850,,4,1,6,6,0
850,,5,1,6,6,0
850,,6,1,6,6,0
850,,7,1,6,6,0
850,,8,1,6,6,0
850,,9,1,6,6,0
850,,10,1,6,6,0
850,,11,1,6,6,0
850,,12,1,6,6,0
850,,13,1,6,6,0
850,,14,1,6,6,0
850,,15,1,6,6,0
850,,0,1,6,6,0
850,,1,1,6,6,0
850,,2,1,6,6,0
850,,3,1,6,6,0
850,,4,1,6,6,0
850,,5,1,6,6,0
850,,6,1,6,6,0
850,,7,1,6,6,0
850,,8,1,6,6,0
850,,9,1,6,6,0
850,,10,1,6,6,0
850,,11,1,6,6,0
850,,12,1,6,6,0
850,,13,1,6,6,0
850,,14,1,6,6,0
850,,15,1,6,6,0
850,,0,1,6,6,0
850,,1,1,6,6,0
850,,2,1,6,6,0
850,,3,1,6,6,0
850,,4,1,6,6,0
850,,5,1,6,6,0
850,,6,1,6,6,0
850,,7,1,6,6,0
850,,8,1,6,6,0
850,,9,1,6,6,0
850,,10,1,6,6,0
850,,11,1,6,6,0
850,,12,1,6,6,0
850,,13,1,6,6,0
850,,14,1,6,6,0
850,,15,1,6,6,0
850,,0,1,6,6,0
850,,1,1,6,6,0
850,,2,1,6,6,0
850,,3,1,6,6,0
850,,4,1,6,6,0
850,,5,1,6,6,0
850,,6,1,6,6,0
850,,7,1,6,6,0
850,,8,1,6,6,0
850,,9,1,6,6,0
850,,10,1,6,6,0
850,,11,1,6,6,0
850,,12,1,6,6,0
850,,13,1,6,6,0
850,,14,1,6,6,0
850,,15,1,6,6,0
850,,0,1,6,6,0
850,,1,1,6,6,0
850,,2,1,6,6,0
850,,3,1,6,6,0
850,,4,1,6,6,0
850,,5,1,6,6,0
850,,6,1,6,6,0
850,,7,1,6,6,0
850,,8,1,6,6,0
850,,9,1,6,6,0
850,,10,1,6,6,0
850,,11,1,6,6,0
850,,12,1,6,6,0
850,,13,1,6,6,0
850,,14,1,6,6,0
850,,15,1,6,6,0
850,,0,1,6,6,0
850,,1,1,6,6,0
850,,2,1,6,6,0
850,,3,1,6,6,0
850,,4,1,6,6,0
850,,5,1,6,6,0
850,,6,1,6,6,0
850,,7,1,6,6,0
850,,8,1,6,6,0
850,,9,1,6,6,0
850,,10,1,6,6,0
850,,11,1,6,6,0
850,,12,1,6,6,0
850,,13,1,6,6,0
850,,14,1,6,6,0
850,,15,1,6,6,0
900,,0,1,6,6,0
900,,1,1,6,6,0
900,,2,1,6,6,0
900,,3,1,6,6,0
900,,4,1,6,6,0
900,,5,1,6,6,0
900,,6,1,6,6,0
900,,7,1,6,6,0
900,,8,1,6,6,0
900,,9,1,6,6,0
900,,10,1,6,6,0
900,,11,1,6,6,0
900,,12,1,6,6,0
900,,13,1,6,6,0
900,,14,1,6,6,0
900,,15,1,6,6,0
900,,0,1,6,6,0
900,,1,1,6,6,0
900,,2,1,6,6,0
900,,3,1,6,6,0
900,,4,1,6,6,0
900,,5,1,6,6,0
900,,6,1,6,6,0
900,,7,1,6,6,0
900,,8,1,6,6,0
900,,9,1,6,6,0
900,,10,1,6,6,0
900,,11,1,6,6,0
900,,12,1,6,6,0
900,,13,1,6,6,0
900,,14,1,6,6,0
900,,15,1,6,6,0
900,,0,1,6,6,0
900,,1,1,6,6,0
900,,2,1,6,6,0
900,,3,1,6,6,0
900,,4,1,6,6,0
900,,5,1,6,6,0
900,,6,1,6,6,0
900,,7,1,6,6,0
900,,8,1,6,6,0
900,,9,1,6,6,0
900,,10,1,6,6,0
900,,11,1,6,6,0
900,,12,1,6,6,0
900,,13,1,6,6,0
900,,14,1,6,6,0
900,,15,1,6,6,0
900,,0,1,6,6,0
900,,1,1,6,6,0
900,,2,1,6,6,0
900,,3,1,6,6,0
900,,4,1,6,6,0
900,,5,1,6,6,0
900,,6,1,6,6,0
900,,7,1,6,6,0
900,,8,1,6,6,0
900,,9,1,6,6,0
900,,10,1,6,6,0
900,,11,1,6,6,0
900,,12,1,6,6,0
900,,13,1,6,6,0
900,,14,1,6,6,0
900,,15,1,6,6,0
900,,0,1,6,6,0
900,,1,1,6,6,0
900,,2,1,6,6,0
900,,3,1,6,6,0
900,,4,1,6,6,0
900,,5,1,6,6,0
900,,6,1,6,6,0
900,,7,1,6,6,0
900,,8,1,6,6,0
900,,9,1,6,6,0
900,,10,1,6,6,0
900,,11,1,6,6,0
900,,12,1,6,6,0
900,,13,1,6,6,0
900,,14,1,6,6,0
900,,15,1,6,6,0
900,,0,1,6,6,0
900,,1,1,6,6,0
900,,2,1,6,6,0
900,,3,1,6,6,0
900,,4,1,6,6,0
900,,5,1,6,6,0
900,,6,1,6,6,0
900,,7,1,6,6,0
900,,8,1,6,6,0
900,,9,1,6,6,0
900,,10,1,6,6,0
900,,11,1,6,6,0
900,,12,1,6,6,0
900,,13,1,6,6,0
900,,14,1,6,6,0
900,,15,1,6,6,0
900,,0,1,6,6,0
900,,1,1,6,6,0
900,,2,1,6,6,0
900,,3,1,6,6,0
900,,4,1,6,6,0
900,,5,1,6,6,0
900,,6,1,6,6,0
900,,7,1,6,6,0
900,,8,1,6,6,0
900,,9,1,6,6,0
900,,10,1,6,6,0
900,,11,1,6,6,0
900,,12,1,6,6,0
900,,13,1,6,6,0
900,,14,1,6,6,0
900,,15,1,6,6,0
900,,0,1,6,6,0
900,,1,1,6,6,0
900,,2,1,6,6,0
900,,3,1,6,6,0
900,,4,1,6,6,0
900,,5,1,6,6,0
900,,6,1,6,6,0
900,,7,1,6,6,0
900,,8,1,6,6,0
900,,9,1,6,6,0
900,,10,1,6,6,0
900,,11,1,6,6,0
900,,12,1,6,6,0
900,,13,1,6,6,0
900,,14,1,6,6,0
900,,15,1,6,6,0
900,,0,1,6,6,0
900,,1,1,6,6,0
900,,2,1,6,6,0
900,,3,1,6,6,0
900,,4,1,6,6,0
900,,5,1,6,6,0
900,,6,1,6,6,0
900,,7,1,6,6,0
900,,8,1,6,6,0
900,,9,1,6,6,0
900,,10,1,6,6,0
900,,11,1,6,6,0
900,,12,1,6,6,0
900,,13,1,6,6,0
900,,14,1,6,6,0
900,,15,1,6,6,0
900,,0,1,6,6,0
900,,1,1,6,6,0
900,,2,1,6,6,0
900,,3,1,6,6,0
900,,4,1,6,6,0
900,,5,1,6,6,0
900,,6,1,6,6,0
900,,7,1,6,6,0
900,,8,1,6,6,0
900,,9,1,6,6,0
900,,10,1,6,6,0
900,,11,1,6,6,0
900,,12,1,6,6,0
900,,13,1,6,6,0
900,,14,1,6,6,0
900,,15,1,6,6,0
900,,0,1,6,6,0
900,,1,1,6,6,0
900,,2,1,6,6,0
900,,3,1,6,6,0
900,,4,1,6,6,0
900,,5,1,6,6,0
900,,6,1,6,6,0
900,,7,1,6,6,0
900,,8,1,6,6,0
900,,9,1,6,6,0
900,,10,1,6,6,0
900,,11,1,6,6,0
900,,12,1,6,6,0
900,,13,1,6,6,0
900,,14,1,6,6,0
900,,15,1,6,6,0
900,,0,1,6,6,0
900,,1,1,6,6,0
900,,2,1,6,6,0
900,,3,1,6,6,0
900,,4,1,6,6,0
900,,5,1,6,6,0
900,,6,1,6,6,0
900,,7,1,6,6,0
900,,8,1,6,6,0
900,,9,1,6,6,0
900,,10,1,6,6,0
900,,11,1,6,6,0
900,,12,1,6,6,0
900,,13,1,6,6,0
900,,14,1,6,6,0
900,,15,1,6,6,0
900,,0,1,6,6,0
900,,1,1,6,6,0
900,,2,1,6,6,0
900,,3,1,6,6,0
900,,4,1,6,6,0
900,,5,1,6,6,0
900,,6,1,6,6,0
900,,7,1,6,6,0
900,,8,1,6,6,0
900,,9,1,6,6,0
900,,10,1,6,6,0
900,,11,1,6,6,0
900,,12,1,6,6,0
900,,13,1,6,6,0
900,,14,1,6,6,0
900,,15,1,6,6,0
900,,0,1,6,6,0
900,,1,1,6,6,0
900,,2,1,6,6,0
900,,3,1,6,6,0
900,,4,1,6,6,0
900,,5,1,6,6,0
900,,6,1,6,6,0
900,,7,1,6,6,0
900,,8,1,6,6,0
900,,9,1,6,6,0
900,,10,1,6,6,0
900,,11,1,6,6,0
900,,12,1,6,6,0
900,,13,1,6,6,0
900,,14,1,6,6,0
900,,15,1,6,6,0
900,,0,1,6,6,0
900,,1,1,6,6,0
900,,2,1,6,6,0
900,,3,1,6,6,0
900,,4,1,6,6,0
900,,5,1,6,6,0
900,,6,1,6,6,0
900,,7,1,6,6,0
900,,8,1,6,6,0
900,,9,1,6,6,0
900,,10,1,6,6,0
900,,11,1,6,6,0
900,,12,1,6,6,0
900,,13,1,6,6,0
900,,14,1,6,6,0
900,,15,1,6,6,0
900,,0,1,6,6,0
900,,1,1,6,6,0
900,,2,1,6,6,0
900,,3,1,6,6,0
900,,4,1,6,6,0
900,,5,1,6,6,0
900,,6,1,6,6,0
900,,7,1,6,6,0
900,,8,1,6,6,0
900,,9,1,6,6,0
900,,10,1,6,6,0
900,,11,1,6,6,0
900,,12,1,6,6,0
900,,13,1,6,6,0
900,,14,1,6,6,0
900,,15,1,6,6,0
900,,0,1,6,6,0
900,,1,1,6,6,0
900,,2,1,6,6,0
900,,3,1,6,6,0
900,,4,1,6,6,0
900,,5,1,6,6,0
900,,6,1,6,6,0
900,,7,1,6,6,0
900,,8,1,6,6,0
900,,9,1,6,6,0
900,,10,1,6,6,0
900,,11,1,6,6,0
900,,12,1,6,6,0
900,,13,1,6,6,0
900,,14,1,6,6,0
900,,15,1,6,6,0
900,,0,1,6,6,0
900,,1,1,6,6,0
900,,2,1,6,6,0
900,,3,1,6,6,0
900,,4,1,6,6,0
900,,5,1,6,6,0
900,,6,1,6,6,0
900,,7,1,6,6,0
900,,8,1,6,6,0
900,,9,1,6,6,0
900,,10,1,6,6,0
900,,11,1,6,6,0
900,,12,1,6,6,0
900,,13,1,6,6,0
900,,14,1,6,6,0
900,,15,1,6,6,0
900,,0,1,6,6,0
900,,1,1,6,6,0
900,,2,1,6,6,0
900,,3,1,6,6,0
900,,4,1,6,6,0
900,,5,1,6,6,0
900,,6,1,6,6,0
900,,7,1,6,6,0
900,,8,1,6,6,0
900,,9,1,6,6,0
900,,10,1,6,6,0
900,,11,1,6,6,0
900,,12,1,6,6,0
900,,13,1,6,6,0
900,,14,1,6,6,0
900,,15,1,6,6,0
900,,0,1,6,6,0
900,,1,1,6,6,0
900,,2,1,6,6,0
900,,3,1,6,6,0
900,,4,1,6,6,0
900,,5,1,6,6,0
900,,6,1,6,6,0
900,,7,1,6,6,0
900,,8,1,6,6,0
900,,9,1,6,6,0
900,,10,1,6,6,0
900,,11,1,6,6,0
900,,12,1,6,6,0
900,,13,1,6,6,0
900,,14,1,6,6,0
900,,15,1,6,6,0
900,,0,1,6,6,0
900,,1,1,6,6,0
900,,2,1,6,6,0
900,,3,1,6,6,0
900,,4,1,6,6,0
900,,5,1,6,6,0
900,,6,1,6,6,0
900,,7,1,6,6,0
900,,8,1,6,6,0
900,,9,1,6,6,0
900,,10,1,6,6,0
900,,11,1,6,6,0
900,,12,1,6,6,0
900,,13,1,6,6,0
900,,14,1,6,6,0
900,,15,1,6,6,0
900,,0,1,6,6,0
900,,1,1,6,6,0
900,,2,1,6,6,0
900,,3,1,6,6,0
900,,4,1,6,6,0
950,,11,1,6,6,0
950,,12,1,6,6,0
950,,13,1,6,6,0
950,,14,1,6,6,0
950,,15,1,6,6,0
950,,0,1,6,6,0
950,,1,1,6,6,0
950,,2,1,6,6,0
950,,3,1,6,6,0
950,,4,1,6,6,0
950,,5,1,6,6,0
950,,6,1,6,6,0
950,,7,1,6,6,0
950,,8,1,6,6,0
950,,9,1,6,6,0
950,,10,1,6,6,0
950,,11,1,6,6,0
950,,12,1,6,6,0
950,,13,1,6,6,0
950,,14,1,6,6,0
950,,15,1,6,6,0
950,,0,1,6,6,0
950,,1,1,6,6,0
950,,2,1,6,6,0
950,,3,1,6,6,0
950,,4,1,6,6,0
950,,5,1,6,6,0
950,,6,1,6,6,0
950,,7,1,6,6,0
950,,8,1,6,6,0
950,,9,1,6,6,0
950,,10,1,6,6,0
950,,11,1,6,6,0
950,,12,1,6,6,0
950,,13,1,6,6,0
950,,14,1,6,6,0
950,,15,1,6,6,0
950,,0,1,6,6,0
950,,1,1,6,6,0
950,,2,1,6,6,0
950,,3,1,6,6,0
950,,4,1,6,6,0
950,,5,1,6,6,0
950,,6,1,6,6,0
950,,7,1,6,6,0
950,,8,1,6,6,0
950,,9,1,6,6,0
950,,10,1,6,6,0
950,,11,1,6,6,0
950,,12,1,6,6,0
950,,13,1,6,6,0
950,,14,1,6,6,0
950,,15,1,6,6,0
1000,,0,1,6,6,0
1000,,1,1,6,6,0
1000,,2,1,6,6,0
1000,,3,1,6,6,0
1000,,4,1,6,6,0
1000,,5,1,6,6,0
1000,,6,1,6,6,0
1000,,7,1,6,6,0
1000,,8,1,6,6,0
1000,,9,1,6,6,0
1000,,10,1,6,6,0
1000,,11,1,6,6,0
1000,,12,1,6,6,0
1000,,13,1,6,6,0
1000,,14,1,6,6,0
1000,,15,1,6,6,0
1000,,0,1,6,6,0
1000,,1,1,6,6,0
1000,,2,1,6,6,0
1000,,3,1,6,6,0
1000,,4,1,6,6,0
1000,,5,1,6,6,0
1000,,6,1,6,6,0
1000,,7,1,6,6,0
1000,,8,1,6,6,0
1000,,9,1,6,6,0
1000,,10,1,6,6,0
1000,,11,1,6,6,0
1000,,12,1,6,6,0
1000,,13,1,6,6,0
1000,,14,1,6,6,0
1000,,15,1,6,6,0
1000,,0,1,6,6,0
1000,,1,1,6,6,0
1000,,2,1,6,6,0
1000,,3,1,6,6,0
1000,,4,1,6,6,0
1000,,5,1,6,6,0
1000,,6,1,6,6,0
1000,,7,1,6,6,0
1000,,8,1,6,6,0
1000,,9,1,6,6,0
1000,,10,1,6,6,0
1000,,11,1,6,6,0
1000,,12,1,6,6,0
1000,,13,1,6,6,0
1000,,14,1,6,6,0
1000,,15,1,6,6,0
1000,,0,1,6,6,0
1000,,1,1,6,6,0
1000,,2,1,6,6,0
1000,,3,1,6,6,0
1000,,4,1,6,6,0
1000,,5,1,6,6,0
1000,,6,1,6,6,0
1000,,7,1,6,6,0
1000,,8,1,6,6,0
1000,,9,1,6,6,0
1000,,10,1,6,6,0
1000,,11,1,6,6,0
1000,,12,1,6,6,0
1000,,13,1,6,6,0
1000,,14,1,6,6,0
1000,,15,1,6,6,0
1000,,0,1,6,6,0
1000,,1,1,6,6,0
1000,,2,1,6,6,0
1000,,3,1,6,6,0
1000,,4,1,6,6,0
1000,,5,1,6,6,0
1000,,6,1,6,6,0
1000,,7,1,6,6,0
1000,,8,1,6,6,0
1000,,9,1,6,6,0
1000,,10,1,6,6,0
1000,,11,1,6,6,0
1000,,12,1,6,6,0
1000,,13,1,6,6,0
1000,,14,1,6,6,0
1000,,15,1,6,6,0
1000,,0,1,6,6,0
1000,,1,1,6,6,0
1000,,2,1,6,6,0
1000,,3,1,6,6,0
1000,,4,1,6,6,0
1000,,5,1,6,6,0
1000,,6,1,6,6,0
1000,,7,1,6,6,0
1000,,8,1,6,6,0
1000,,9,1,6,6,0
1000,,10,1,6,6,0
1000,,11,1,6,6,0
1000,,12,1,6,6,0
1000,,13,1,6,6,0
1000,,14,1,6,6,0
1000,,15,1,6,6,0
1000,,0,1,6,6,0
1000,,1,1,6,6,0
1000,,2,1,6,6,0
1000,,3,1,6,6,0
1000,,4,1,6,6,0
1000,,5,1,6,6,0
1000,,6,1,6,6,0
1000,,7,1,6,6,0
1000,,8,1,6,6,0
1000,,9,1,6,6,0
1000,,10,1,6,6,0
1000,,11,1,6,6,0
1000,,12,1,6,6,0
1000,,13,1,6,6,0
1000,,14,1,6,6,0
1000,,15,1,6,6,0
1000,,0,1,6,6,0
1000,,1,1,6,6,0
1000,,2,1,6,6,0
1000,,3,1,6,6,0
1000,,4,1,6,6,0
1000,,5,1,6,6,0
1000,,6,1,6,6,0
1000,,7,1,6,6,0
1000,,8,1,6,6,0
1000,,9,1,6,6,0
1000,,10,1,6,6,0
1000,,11,1,6,6,0
1000,,12,1,6,6,0
1000,,13,1,6,6,0
1000,,14,1,6,6,0
1000,,15,1,6,6,0
1000,,0,1,6,6,0
1000,,1,1,6,6,0
1000,,2,1,6,6,0
1000,,3,1,6,6,0
1000,,4,1,6,6,0
1000,,5,1,6,6,0
1000,,6,1,6,6,0
1000,,7,1,6,6,0
1000,,8,1,6,6,0
1000,,9,1,6,6,0
1000,,10,1,6,6,0
1000,,11,1,6,6,0
1000,,12,1,6,6,0
1000,,13,1,6,6,0
1000,,14,1,6,6,0
1000,,15,1,6,6,0
1000,,0,1,6,6,0
1000,,1,1,6,6,0
1000,,2,1,6,6,0
1000,,3,1,6,6,0
1000,,4,1,6,6,0
1000,,5,1,6,6,0
1000,,6,1,6,6,0
1000,,7,1,6,6,0
1000,,8,1,6,6,0
1000,,9,1,6,6,0
1000,,10,1,6,6,0
1000,,11,1,6,6,0
1000,,12,1,6,6,0
1000,,13,1,6,6,0
1000,,14,1,6,6,0
1000,,15,1,6,6,0
1000,,0,1,6,6,0
1000,,1,1,6,6,0
1000,,2,1,6,6,0
1000,,3,1,6,6,0
1000,,4,1,6,6,0
1000,,5,1,6,6,0
1000,,6,1,6,6,0
1000,,7,1,6,6,0
1000,,8,1,6,6,0
1000,,9,1,6,6,0
1000,,10,1,6,6,0
1000,,11,1,6,6,0
1000,,12,1,6,6,0
1000,,13,1,6,6,0
1000,,14,1,6,6,0
1000,,15,1,6,6,0
1000,,0,1,6,6,0
1000,,1,1,6,6,0
1000,,2,1,6,6,0
1000,,3,1,6,6,0
1000,,4,1,6,6,0
1000,,5,1,6,6,0
1000,,6,1,6,6,0
1000,,7,1,6,6,0
1000,,8,1,6,6,0
1000,,9,1,6,6,0
1000,,10,1,6,6,0
1000,,11,1,6,6,0
1000,,12,1,6,6,0
1000,,13,1,6,6,0
1000,,14,1,6,6,0
1000,,15,1,6,6,0
1000,,0,1,6,6,0
1000,,1,1,6,6,0
1000,,2,1,6,6,0
1000,,3,1,6,6,0
1000,,4,1,6,6,0
1000,,5,1,6,6,0
1000,,6,1,6,6,0
1000,,7,1,6,6,0
1000,,8,1,6,6,0
1000,,9,1,6,6,0
1000,,10,1,6,6,0
1000,,11,1,6,6,0
1000,,12,1,6,6,0
1000,,13,1,6,6,0
1000,,14,1,6,6,0
1000,,15,1,6,6,0
1000,,0,1,6,6,0
1000,,1,1,6,6,0
1000,,2,1,6,6,0
1000,,3,1,6,6,0
1000,,4,1,6,6,0
1000,,5,1,6,6,0
1000,,6,1,6,6,0
1000,,7,1,6,6,0
1000,,8,1,6,6,0
1000,,9,1,6,6,0
1000,,10,1,6,6,0
1000,,11,1,6,6,0
1000,,12,1,6,6,0
1000,,13,1,6,6,0
1000,,14,1,6,6,0
1000,,15,1,6,6,0
1000,,0,1,6,6,0
1000,,1,1,6,6,0
1000,,2,1,6,6,0
1000,,3,1,6,6,0
1000,,4,1,6,6,0
1000,,5,1,6,6,0
1000,,6,1,6,6,0
1000,,7,1,6,6,0
1000,,8,1,6,6,0
1000,,9,1,6,6,0
1000,,10,1,6,6,0
1000,,11,1,6,6,0
1000,,12,1,6,6,0
1000,,13,1,6,6,0
1000,,14,1,6,6,0
1000,,15,1,6,6,0
1000,,0,1,6,6,0
1000,,1,1,6,6,0
1000,,2,1,6,6,0
1000,,3,1,6,6,0
1000,,4,1,6,6,0
1000,,5,1,6,6,0
1000,,6,1,6,6,0
1000,,7,1,6,6,0
1000,,8,1,6,6,0
1000,,9,1,6,6,0
1000,,10,1,6,6,0
1000,,11,1,6,6,0
1000,,12,1,6,6,0
1000,,13,1,6,6,0
1000,,14,1,6,6,0
1000,,15,1,6,6,0
1000,,0,1,6,6,0
1000,,1,1,6,6,0
1000,,2,1,6,6,0
1000,,3,1,6,6,0
1000,,4,1,6,6,0
1000,,5,1,6,6,0
1000,,6,1,6,6,0
1000,,7,1,6,6,0
1000,,8,1,6,6,0
1000,,9,1,6,6,0
1000,,10,1,6,6,0
1000,,11,1,6,6,0
1000,,12,1,6,6,0
1000,,13,1,6,6,0
1000,,14,1,6,6,0
1000,,15,1,6,6,0
1000,,0,1,6,6,0
1000,,1,1,6,6,0
1000,,2,1,6,6,0
1000,,3,1,6,6,0
1000,,4,1,6,6,0
1000,,5,1,6,6,0
1000,,6,1,6,6,0
1000,,7,1,6,6,0
1000,,8,1,6,6,0
1000,,9,1,6,6,0
1000,,10,1,6,6,0
1000,,11,1,6,6,0
1000,,12,1,6,6,0
1000,,13,1,6,6,0
1000,,14,1,6,6,0
1000,,15,1,6,6,0
1000,,0,1,6,6,0
1000,,1,1,6,6,0
1000,,2,1,6,6,0
1000,,3,1,6,6,0
1000,,4,1,6,6,0
1000,,5,1,6,6,0
1000,,6,1,6,6,0
1000,,7,1,6,6,0
1000,,8,1,6,6,0
1000,,9,1,6,6,0
1000,,10,1,6,6,0
1000,,11,1,6,6,0
1000,,12,1,6,6,0
1000,,13,1,6,6,0
1000,,14,1,6,6,0
1000,,15,1,6,6,0
1000,,0,1,6,6,0
1000,,1,1,6,6,0
1000,,2,1,6,6,0
1000,,3,1,6,6,0
1000,,4,1,6,6,0
1000,,5,1,6,6,0
1000,,6,1,6,6,0
1000,,7,1,6,6,0
1000,,8,1,6,6,0
1000,,9,1,6,6,0
1000,,10,1,6,6,0
1000,,11,1,6,6,0
1000,,12,1,6,6,0
1000,,13,1,6,6,0
1000,,14,1,6,6,0
1000,,15,1,6,6,0
1000,,0,1,6,6,0
1000,,1,1,6,6,0
1000,,2,1,6,6,0
1000,,3,1,6,6,0
1000,,4,1,6,6,0
1000,,5,1,6,6,0
1000,,6,1,6,6,0
1000,,7,1,6,6,0
1000,,8,1,6,6,0
1000,,9,1,6,6,0
1000,,10,1,6,6,0
1000,,11,1,6,6,0
1000,,12,1,6,6,0
1000,,13,1,6,6,0
1000,,14,1,6,6,0
1000,,15,1,6,6,0
1000,,0,1,6,6,0
1000,,1,1,6,6,0
1000,,2,1,6,6,0
1000,,3,1,6,6,0
1000,,4,1,6,6,0
1000,,5,1,6,6,0
1000,,6,1,6,6,0
1000,,7,1,6,6,0
1000,,8,1,6,6,0
1000,,9,1,6,6,0
1000,,10,1,6,6,0
1000,,11,1,6,6,0
1000,,12,1,6,6,0
1000,,13,1,6,6,0
1000,,14,1,6,6,0
1000,,15,1,6,6,0
1000,,0,1,6,6,0
1000,,1,1,6,6,0
1000,,2,1,6,6,0
1000,,3,1,6,6,0
1000,,4,1,6,6,0
1000,,5,1,6,6,0
1000,,6,1,6,6,0
1000,,7,1,6,6,0
1000,,8,1,6,6,0
1000,,9,1,6,6,0
1000,,10,1,6,6,0
1000,,11,1,6,6,0
1000,,12,1,6,6,0
1000,,13,1,6,6,0
1000,,14,1,6,6,0
1000,,15,1,6,6,0
1000,,0,1,6,6,0
1000,,1,1,6,6,0
1000,,2,1,6,6,0
1000,,3,1,6,6,0
1000,,4,1,6,6,0
1000,,5,1,6,6,0
1000,,6,1,6,6,0
1000,,7,1,6,6,0
1000,,8,1,6,6,0
1000,,9,1,6,6,0
1000,,10,1,6,6,0
1000,,11,1,6,6,0
1000,,12,1,6,6,0
1000,,13,1,6,6,0
1000,,14,1,6,6,0
1000,,15,1,6,6,0
1000,,0,1,6,6,0
1000,,1,1,6,6,0
1000,,2,1,6,6,0
1000,,3,1,6,6,0
1000,,4,1,6,6,0
1000,,5,1,6,6,0
1000,,6,1,6,6,0
1000,,7,1,6,6,0
1000,,8,1,6,6,0
1000,,9,1,6,6,0
1000,,10,1,6,6,0
1000,,11,1,6,6,0
1000,,12,1,6,6,0
1000,,13,1,6,6,0
1000,,14,1,6,6,0
1000,,15,1,6,6,0
1000,,0,1,6,6,0
1000,,1,1,6,6,0
1000,,2,1,6,6,0
1000,,3,1,6,6,0
1000,,4,1,6,6,0
1000,,5,1,6,6,0
1000,,6,1,6,6,0
1000,,7,1,6,6,0
1000,,8,1,6,6,0
1000,,9,1,6,6,0
1000,,10,1,6,6,0
1000,,11,1,6,6,0
1000,,12,1,6,6,0
1000,,13,1,6,6,0
1000,,14,1,6,6,0
1000,,15,1,6,6,0
1000,,0,1,6,6,0
1000,,1,1,6,6,0
1000,,2,1,6,6,0
1000,,3,1,6,6,0
1000,,4,1,6,6,0
900,,5,1,6,6,0
900,,6,1,6,6,0
900,,7,1,6,6,0
900,,8,1,6,6,0
900,,9,1,6,6,0
900,,10,1,6,6,0
900,,11,1,6,6,0
900,,12,1,6,6,0
900,,13,1,6,6,0
900,,14,1,6,6,0
900,,15,1,6,6,0
900,,0,1,6,6,0
900,,1,1,6,6,0
900,,2,1,6,6,0
900,,3,1,6,6,0
900,,4,1,6,6,0
900,,5,1,6,6,0
900,,6,1,6,6,0
900,,7,1,6,6,0
900,,8,1,6,6,0
900,,9,1,6,6,0
900,,10,1,6,6,0
900,,11,1,6,6,0
900,,12,1,6,6,0
900,,13,1,6,6,0
900,,14,1,6,6,0
900,,15,1,6,6,0
900,,0,1,6,6,0
900,,1,1,6,6,0
900,,2,1,6,6,0
900,,3,1,6,6,0
900,,4,1,6,6,0
900,,5,1,6,6,0
900,,6,1,6,6,0
900,,7,1,6,6,0
900,,8,1,6,6,0
900,,9,1,6,6,0
900,,10,1,6,6,0
900,,11,1,6,6,0
900,,12,1,6,6,0
900,,13,1,6,6,0
900,,14,1,6,6,0
900,,15,1,6,6,0
900,,0,1,6,6,0
900,,1,1,6,6,0
900,,2,1,6,6,0
900,,3,1,6,6,0
900,,4,1,6,6,0
900,,5,1,6,6,0
900,,6,1,6,6,0
900,,7,1,6,6,0
900,,8,1,6,6,0
900,,9,1,6,6,0
900,,10,1,6,6,0
900,,11,1,6,6,0
900,,12,1,6,6,0
900,,13,1,6,6,0
900,,14,1,6,6,0
900,,15,1,6,6,0
900,,0,1,6,6,0
900,,1,1,6,6,0
900,,2,1,6,6,0
900,,3,1,6,6,0
900,,4,1,6,6,0
900,,5,1,6,6,0
900,,6,1,6,6,0
900,,7,1,6,6,0
900,,8,1,6,6,0
900,,9,1,6,6,0
900,,10,1,6,6,0
900,,11,1,6,6,0
900,,12,1,6,6,0
900,,13,1,6,6,0
900,,14,1,6,6,0
900,,15,1,6,6,0
900,,0,1,6,6,0
900,,1,1,6,6,0
900,,2,1,6,6,0
900,,3,1,6,6,0
900,,4,1,6,6,0
900,,5,1,6,6,0
900,,6,1,6,6,0
900,,7,1,6,6,0
900,,8,1,6,6,0
900,,9,1,6,6,0
900,,10,1,6,6,0
900,,11,1,6,6,0
900,,12,1,6,6,0
900,,13,1,6,6,0
900,,14,1,6,6,0
900,,15,1,6,6,0
900,,0,1,6,6,0
900,,1,1,6,6,0
900,,2,1,6,6,0
900,,3,1,6,6,0
900,,4,1,6,6,0
900,,5,1,6,6,0
900,,6,1,6,6,0
900,,7,1,6,6,0
900,,8,1,6,6,0
900,,9,1,6,6,0
900,,10,1,6,6,0
900,,11,1,6,6,0
900,,12,1,6,6,0
900,,13,1,6,6,0
900,,14,1,6,6,0
900,,15,1,6,6,0
900,,0,1,6,6,0
900,,1,1,6,6,0
900,,2,1,6,6,0
900,,3,1,6,6,0
900,,4,1,6,6,0
900,,5,1,6,6,0
900,,6,1,6,6,0
900,,7,1,6,6,0
900,,8,1,6,6,0
900,,9,1,6,6,0
900,,10,1,6,6,0
900,,11,1,6,6,0
900,,12,1,6,6,0
