batch_idx,layer_idx,original_count,reduced_count,dropped_count,batch_size,reduction_ratio
0,,14,6,8,3,0.4286
0,,13,6,7,3,0.4615
0,,16,12,4,3,0.7500
0,,18,13,5,3,0.7222
0,,16,12,4,3,0.7500
0,,13,6,7,3,0.4615
0,,16,12,4,3,0.7500
0,,13,12,1,3,0.9231
0,,12,7,5,3,0.5833
0,,14,6,8,3,0.4286
0,,14,12,2,3,0.8571
0,,15,12,3,3,0.8000
0,,15,6,9,3,0.4000
0,,15,12,3,3,0.8000
0,,13,6,7,3,0.4615
0,,16,6,10,3,0.3750
0,,17,12,5,3,0.7059
0,,17,12,5,3,0.7059
0,,17,12,5,3,0.7059
0,,14,6,8,3,0.4286
0,,17,12,5,3,0.7059
0,,18,6,12,3,0.3333
0,,18,6,12,3,0.3333
0,,18,12,6,3,0.6667
0,,17,12,5,3,0.7059
0,,17,12,5,3,0.7059
0,,14,6,8,3,0.4286
0,,17,6,11,3,0.3529
0,,18,12,6,3,0.6667
0,,16,6,10,3,0.3750
0,,17,12,5,3,0.7059
0,,17,12,5,3,0.7059
0,,18,12,6,3,0.6667
0,,16,6,10,3,0.3750
0,,17,12,5,3,0.7059
0,,16,6,10,3,0.3750
0,,15,6,9,3,0.4000
0,,16,6,10,3,0.3750
0,,15,6,9,3,0.4000
0,,17,6,11,3,0.3529
0,,17,6,11,3,0.3529
0,,16,12,4,3,0.7500
0,,17,6,11,3,0.3529
0,,16,6,10,3,0.3750
0,,15,6,9,3,0.4000
0,,15,6,9,3,0.4000
0,,17,12,5,3,0.7059
0,,15,6,9,3,0.4000
0,,15,12,3,3,0.8000
0,,16,6,10,3,0.3750
0,,15,6,9,3,0.4000
0,,16,6,10,3,0.3750
0,,15,12,3,3,0.8000
0,,15,6,9,3,0.4000
0,,16,12,4,3,0.7500
0,,14,7,7,3,0.5000
0,,15,12,3,3,0.8000
0,,11,6,5,3,0.5455
0,,14,6,8,3,0.4286
0,,14,6,8,3,0.4286
0,,13,12,1,3,0.9231
0,,14,6,8,3,0.4286
0,,17,6,11,3,0.3529
0,,15,6,9,3,0.4000
0,,14,12,2,3,0.8571
0,,15,12,3,3,0.8000
0,,15,12,3,3,0.8000
0,,15,6,9,3,0.4000
0,,12,6,6,3,0.5000
0,,13,6,7,3,0.4615
0,,13,6,7,3,0.4615
0,,16,12,4,3,0.7500
0,,16,6,10,3,0.3750
0,,14,6,8,3,0.4286
0,,16,12,4,3,0.7500
0,,16,6,10,3,0.3750
0,,16,12,4,3,0.7500
0,,18,6,12,3,0.3333
0,,17,12,5,3,0.7059
0,,16,6,10,3,0.3750
0,,18,12,6,3,0.6667
0,,17,12,5,3,0.7059
0,,17,12,5,3,0.7059
0,,18,12,6,3,0.6667
0,,16,12,4,3,0.7500
0,,18,12,6,3,0.6667
0,,14,7,7,3,0.5000
0,,12,6,6,3,0.5000
0,,14,6,8,3,0.4286
0,,13,12,1,3,0.9231
0,,17,6,11,3,0.3529
0,,13,6,7,3,0.4615
0,,15,6,9,3,0.4000
0,,18,12,6,3,0.6667
0,,17,6,11,3,0.3529
0,,18,12,6,3,0.6667
0,,17,12,5,3,0.7059
0,,16,12,4,3,0.7500
0,,15,6,9,3,0.4000
0,,17,6,11,3,0.3529
0,,15,6,9,3,0.4000
0,,17,6,11,3,0.3529
0,,17,12,5,3,0.7059
0,,18,12,6,3,0.6667
0,,16,7,9,3,0.4375
0,,16,8,8,3,0.5000
0,,17,6,11,3,0.3529
0,,16,6,10,3,0.3750
0,,17,12,5,3,0.7059
0,,18,12,6,3,0.6667
0,,18,16,2,3,0.8889
0,,17,12,5,3,0.7059
0,,17,13,4,3,0.7647
0,,18,6,12,3,0.3333
0,,15,6,9,3,0.4000
0,,17,12,5,3,0.7059
0,,18,12,6,3,0.6667
0,,17,12,5,3,0.7059
0,,17,12,5,3,0.7059
0,,17,6,11,3,0.3529
0,,18,6,12,3,0.3333
0,,18,6,12,3,0.3333
0,,17,12,5,3,0.7059
0,,16,12,4,3,0.7500
0,,18,12,6,3,0.6667
0,,18,12,6,3,0.6667
0,,18,12,6,3,0.6667
0,,17,6,11,3,0.3529
0,,17,6,11,3,0.3529
0,,15,6,9,3,0.4000
0,,16,12,4,3,0.7500
0,,17,6,11,3,0.3529
0,,16,12,4,3,0.7500
0,,16,7,9,3,0.4375
0,,12,12,0,3,1.0000
0,,15,11,4,3,0.7333
0,,12,6,6,3,0.5000
0,,14,12,2,3,0.8571
0,,15,6,9,3,0.4000
0,,13,6,7,3,0.4615
0,,16,6,10,3,0.3750
0,,14,6,8,3,0.4286
0,,15,12,3,3,0.8000
0,,14,12,2,3,0.8571
0,,14,6,8,3,0.4286
0,,14,6,8,3,0.4286
0,,13,6,7,3,0.4615
0,,14,6,8,3,0.4286
0,,15,12,3,3,0.8000
0,,13,6,7,3,0.4615
0,,13,6,7,3,0.4615
0,,14,6,8,3,0.4286
0,,17,6,11,3,0.3529
0,,17,6,11,3,0.3529
0,,18,6,12,3,0.3333
0,,17,6,11,3,0.3529
0,,17,6,11,3,0.3529
0,,18,12,6,3,0.6667
0,,16,6,10,3,0.3750
0,,16,12,4,3,0.7500
0,,18,12,6,3,0.6667
0,,15,12,3,3,0.8000
0,,17,12,5,3,0.7059
0,,18,6,12,3,0.3333
0,,17,12,5,3,0.7059
0,,16,6,10,3,0.3750
0,,17,12,5,3,0.7059
0,,17,12,5,3,0.7059
0,,18,12,6,3,0.6667
0,,18,12,6,3,0.6667
0,,17,12,5,3,0.7059
0,,15,6,9,3,0.4000
0,,16,6,10,3,0.3750
0,,15,11,4,3,0.7333
0,,17,12,5,3,0.7059
0,,17,6,11,3,0.3529
0,,16,6,10,3,0.3750
0,,17,6,11,3,0.3529
0,,18,12,6,3,0.6667
0,,16,12,4,3,0.7500
0,,16,12,4,3,0.7500
0,,18,12,6,3,0.6667
0,,17,12,5,3,0.7059
0,,17,6,11,3,0.3529
0,,16,12,4,3,0.7500
0,,17,12,5,3,0.7059
0,,15,12,3,3,0.8000
0,,16,12,4,3,0.7500
0,,17,12,5,3,0.7059
0,,13,6,7,3,0.4615
0,,15,6,9,3,0.4000
0,,16,12,4,3,0.7500
0,,16,12,4,3,0.7500
0,,13,6,7,3,0.4615
0,,15,12,3,3,0.8000
0,,15,6,9,3,0.4000
0,,14,6,8,3,0.4286
0,,15,6,9,3,0.4000
0,,16,12,4,3,0.7500
0,,13,12,1,3,0.9231
0,,14,12,2,3,0.8571
0,,15,6,9,3,0.4000
0,,14,6,8,3,0.4286
0,,14,6,8,3,0.4286
0,,15,6,9,3,0.4000
0,,13,6,7,3,0.4615
0,,13,6,7,3,0.4615
0,,14,12,2,3,0.8571
0,,17,6,11,3,0.3529
0,,12,12,0,3,1.0000
0,,16,12,4,3,0.7500
0,,17,6,11,3,0.3529
0,,16,6,10,3,0.3750
0,,17,12,5,3,0.7059
0,,17,12,5,3,0.7059
0,,18,12,6,3,0.6667
0,,18,12,6,3,0.6667
0,,18,7,11,3,0.3889
0,,17,12,5,3,0.7059
0,,18,12,6,3,0.6667
0,,16,8,8,3,0.5000
0,,16,15,1,3,0.9375
0,,18,13,5,3,0.7222
0,,17,13,4,3,0.7647
0,,16,12,4,3,0.7500
0,,16,13,3,3,0.8125
0,,18,13,5,3,0.7222
0,,17,11,6,3,0.6471
0,,18,15,3,3,0.8333
0,,17,12,5,3,0.7059
0,,16,13,3,3,0.8125
0,,17,14,3,3,0.8235
0,,14,10,4,3,0.7143
0,,14,11,3,3,0.7857
0,,16,11,5,3,0.6875
0,,17,13,4,3,0.7647
0,,15,11,4,3,0.7333
0,,16,15,1,3,0.9375
0,,15,9,6,3,0.6000
0,,17,11,6,3,0.6471
0,,13,8,5,3,0.6154
0,,13,9,4,3,0.6923
0,,17,13,4,3,0.7647
0,,17,11,6,3,0.6471
0,,16,11,5,3,0.6875
0,,17,12,5,3,0.7059
0,,16,8,8,3,0.5000
0,,17,12,5,3,0.7059
0,,17,10,7,3,0.5882
0,,18,12,6,3,0.6667
0,,17,11,6,3,0.6471
0,,15,12,3,3,0.8000
0,,14,6,8,3,0.4286
0,,14,6,8,3,0.4286
0,,13,6,7,3,0.4615
0,,14,6,8,3,0.4286
0,,15,12,3,3,0.8000
0,,14,6,8,3,0.4286
0,,15,6,9,3,0.4000
0,,16,6,10,3,0.3750
0,,16,12,4,3,0.7500
0,,15,6,9,3,0.4000
0,,13,12,1,3,0.9231
0,,15,6,9,3,0.4000
0,,14,6,8,3,0.4286
0,,14,6,8,3,0.4286
0,,15,12,3,3,0.8000
0,,17,12,5,3,0.7059
0,,13,6,7,3,0.4615
0,,15,10,5,3,0.6667
0,,17,12,5,3,0.7059
0,,17,12,5,3,0.7059
0,,17,6,11,3,0.3529
0,,18,9,9,3,0.5000
0,,18,12,6,3,0.6667
0,,17,12,5,3,0.7059
0,,18,6,12,3,0.3333
0,,18,12,6,3,0.6667
0,,16,12,4,3,0.7500
0,,18,6,12,3,0.3333
0,,17,12,5,3,0.7059
0,,16,6,10,3,0.3750
0,,17,12,5,3,0.7059
0,,18,12,6,3,0.6667
0,,17,12,5,3,0.7059
0,,18,12,6,3,0.6667
0,,18,12,6,3,0.6667
0,,16,8,8,3,0.5000
0,,18,9,9,3,0.5000
0,,18,9,9,3,0.5000
0,,16,9,7,3,0.5625
0,,17,12,5,3,0.7059
0,,18,8,10,3,0.4444
0,,14,6,8,3,0.4286
0,,16,11,5,3,0.6875
0,,17,8,9,3,0.4706
0,,17,12,5,3,0.7059
0,,17,8,9,3,0.4706
0,,18,12,6,3,0.6667
0,,17,7,10,3,0.4118
0,,17,6,11,3,0.3529
0,,17,12,5,3,0.7059
0,,18,12,6,3,0.6667
0,,17,6,11,3,0.3529
0,,17,6,11,3,0.3529
0,,17,6,11,3,0.3529
0,,18,13,5,3,0.7222
0,,15,6,9,3,0.4000
0,,16,12,4,3,0.7500
0,,14,6,8,3,0.4286
0,,16,6,10,3,0.3750
0,,12,6,6,3,0.5000
0,,16,12,4,3,0.7500
0,,15,12,3,3,0.8000
0,,13,8,5,3,0.6154
0,,17,9,8,3,0.5294
0,,14,7,7,3,0.5000
0,,17,12,5,3,0.7059
0,,16,10,6,3,0.6250
0,,17,12,5,3,0.7059
0,,15,7,8,3,0.4667
0,,14,6,8,3,0.4286
0,,13,6,7,3,0.4615
0,,13,12,1,3,0.9231
0,,13,6,7,3,0.4615
0,,15,12,3,3,0.8000
0,,15,8,7,3,0.5333
0,,13,6,7,3,0.4615
0,,16,6,10,3,0.3750
0,,17,12,5,3,0.7059
0,,18,12,6,3,0.6667
0,,17,6,11,3,0.3529
0,,17,10,7,3,0.5882
0,,15,12,3,3,0.8000
0,,18,6,12,3,0.3333
0,,15,12,3,3,0.8000
0,,16,6,10,3,0.3750
0,,17,12,5,3,0.7059
0,,17,12,5,3,0.7059
0,,16,6,10,3,0.3750
0,,16,6,10,3,0.3750
0,,17,12,5,3,0.7059
0,,17,6,11,3,0.3529
0,,17,6,11,3,0.3529
0,,16,6,10,3,0.3750
0,,17,12,5,3,0.7059
0,,18,12,6,3,0.6667
0,,18,6,12,3,0.3333
0,,18,13,5,3,0.7222
0,,17,6,11,3,0.3529
0,,17,10,7,3,0.5882
0,,18,6,12,3,0.3333
0,,17,12,5,3,0.7059
0,,18,6,12,3,0.3333
0,,17,12,5,3,0.7059
0,,16,12,4,3,0.7500
0,,18,12,6,3,0.6667
0,,17,12,5,3,0.7059
0,,18,12,6,3,0.6667
0,,18,10,8,3,0.5556
0,,17,12,5,3,0.7059
0,,18,12,6,3,0.6667
0,,18,12,6,3,0.6667
0,,16,12,4,3,0.7500
0,,17,6,11,3,0.3529
0,,16,12,4,3,0.7500
0,,16,12,4,3,0.7500
0,,12,6,6,3,0.5000
0,,15,12,3,3,0.8000
0,,16,6,10,3,0.3750
0,,14,7,7,3,0.5000
0,,12,6,6,3,0.5000
0,,16,10,6,3,0.6250
0,,14,12,2,3,0.8571
0,,16,8,8,3,0.5000
0,,15,6,9,3,0.4000
0,,15,12,3,3,0.8000
0,,14,7,7,3,0.5000
0,,16,12,4,3,0.7500
0,,13,7,6,3,0.5385
0,,14,9,5,3,0.6429
0,,14,12,2,3,0.8571
0,,13,12,1,3,0.9231
0,,13,6,7,3,0.4615
0,,13,6,7,3,0.4615
0,,13,6,7,3,0.4615
0,,13,12,1,3,0.9231
0,,16,12,4,3,0.7500
0,,16,12,4,3,0.7500
0,,18,12,6,3,0.6667
0,,17,6,11,3,0.3529
0,,18,12,6,3,0.6667
0,,18,12,6,3,0.6667
0,,18,12,6,3,0.6667
0,,15,6,9,3,0.4000
0,,18,12,6,3,0.6667
0,,17,6,11,3,0.3529
0,,15,6,9,3,0.4000
0,,17,12,5,3,0.7059
0,,16,12,4,3,0.7500
0,,16,12,4,3,0.7500
0,,17,12,5,3,0.7059
0,,18,12,6,3,0.6667
0,,18,6,12,3,0.3333
0,,16,6,10,3,0.3750
0,,17,12,5,3,0.7059
0,,18,12,6,3,0.6667
0,,18,12,6,3,0.6667
0,,16,6,10,3,0.3750
0,,16,12,4,3,0.7500
0,,16,12,4,3,0.7500
0,,18,12,6,3,0.6667
0,,18,6,12,3,0.3333
0,,16,12,4,3,0.7500
0,,18,12,6,3,0.6667
0,,16,6,10,3,0.3750
0,,17,6,11,3,0.3529
0,,17,6,11,3,0.3529
0,,17,12,5,3,0.7059
0,,18,6,12,3,0.3333
0,,16,6,10,3,0.3750
0,,17,12,5,3,0.7059
0,,15,6,9,3,0.4000
0,,18,12,6,3,0.6667
0,,17,12,5,3,0.7059
0,,13,6,7,3,0.4615
0,,18,12,6,3,0.6667
0,,14,6,8,3,0.4286
0,,15,12,3,3,0.8000
0,,11,7,4,3,0.6364
0,,14,12,2,3,0.8571
0,,13,12,1,3,0.9231
0,,12,7,5,3,0.5833
0,,16,6,10,3,0.3750
0,,15,6,9,3,0.4000
0,,17,10,7,3,0.5882
0,,15,6,9,3,0.4000
0,,14,12,2,3,0.8571
0,,16,6,10,3,0.3750
0,,12,6,6,3,0.5000
0,,15,12,3,3,0.8000
0,,12,6,6,3,0.5000
0,,14,12,2,3,0.8571
0,,13,6,7,3,0.4615
0,,15,12,3,3,0.8000
0,,14,12,2,3,0.8571
0,,15,6,9,3,0.4000
0,,17,12,5,3,0.7059
0,,18,6,12,3,0.3333
0,,16,12,4,3,0.7500
0,,18,12,6,3,0.6667
0,,16,12,4,3,0.7500
0,,17,12,5,3,0.7059
0,,17,6,11,3,0.3529
0,,17,12,5,3,0.7059
0,,16,12,4,3,0.7500
0,,17,12,5,3,0.7059
0,,17,12,5,3,0.7059
0,,18,12,6,3,0.6667
0,,18,12,6,3,0.6667
0,,18,12,6,3,0.6667
0,,17,12,5,3,0.7059
0,,17,9,8,3,0.5294
0,,18,12,6,3,0.6667
0,,18,12,6,3,0.6667
0,,18,9,9,3,0.5000
0,,18,12,6,3,0.6667
0,,17,7,10,3,0.4118
0,,18,6,12,3,0.3333
0,,18,9,9,3,0.5000
0,,17,9,8,3,0.5294
0,,16,6,10,3,0.3750
0,,18,12,6,3,0.6667
0,,18,13,5,3,0.7222
0,,18,13,5,3,0.7222
0,,18,11,7,3,0.6111
0,,17,12,5,3,0.7059
0,,17,12,5,3,0.7059
0,,18,6,12,3,0.3333
0,,18,12,6,3,0.6667
0,,17,12,5,3,0.7059
0,,18,12,6,3,0.6667
0,,17,6,11,3,0.3529
0,,18,12,6,3,0.6667
0,,17,12,5,3,0.7059
0,,17,6,11,3,0.3529
0,,17,12,5,3,0.7059
0,,17,12,5,3,0.7059
0,,18,12,6,3,0.6667
0,,18,12,6,3,0.6667
0,,18,12,6,3,0.6667
0,,15,6,9,3,0.4000
0,,18,12,6,3,0.6667
0,,16,12,4,3,0.7500
0,,16,12,4,3,0.7500
0,,15,6,9,3,0.4000
0,,17,12,5,3,0.7059
0,,18,12,6,3,0.6667
0,,16,6,10,3,0.3750
0,,17,12,5,3,0.7059
0,,17,6,11,3,0.3529
0,,17,12,5,3,0.7059
0,,17,12,5,3,0.7059
0,,16,6,10,3,0.3750
0,,16,12,4,3,0.7500
0,,15,12,3,3,0.8000
0,,16,12,4,3,0.7500
0,,15,12,3,3,0.8000
0,,15,12,3,3,0.8000
0,,14,6,8,3,0.4286
0,,14,6,8,3,0.4286
0,,13,6,7,3,0.4615
0,,15,12,3,3,0.8000
0,,12,6,6,3,0.5000
0,,14,6,8,3,0.4286
0,,16,12,4,3,0.7500
0,,14,6,8,3,0.4286
0,,15,6,9,3,0.4000
0,,16,6,10,3,0.3750
0,,14,6,8,3,0.4286
0,,12,6,6,3,0.5000
0,,12,6,6,3,0.5000
0,,13,6,7,3,0.4615
0,,14,12,2,3,0.8571
0,,13,6,7,3,0.4615
0,,15,6,9,3,0.4000
0,,15,6,9,3,0.4000
0,,16,12,4,3,0.7500
0,,18,6,12,3,0.3333
0,,18,12,6,3,0.6667
0,,17,6,11,3,0.3529
0,,17,6,11,3,0.3529
0,,16,6,10,3,0.3750
0,,18,12,6,3,0.6667
0,,17,12,5,3,0.7059
0,,13,12,1,3,0.9231
0,,13,6,7,3,0.4615
0,,17,12,5,3,0.7059
0,,18,12,6,3,0.6667
0,,17,12,5,3,0.7059
0,,16,6,10,3,0.3750
0,,17,6,11,3,0.3529
0,,18,6,12,3,0.3333
0,,17,12,5,3,0.7059
0,,16,12,4,3,0.7500
0,,15,12,3,3,0.8000
0,,17,6,11,3,0.3529
0,,17,12,5,3,0.7059
0,,17,6,11,3,0.3529
0,,17,12,5,3,0.7059
0,,16,12,4,3,0.7500
0,,16,6,10,3,0.3750
0,,17,12,5,3,0.7059
0,,17,6,11,3,0.3529
0,,16,6,10,3,0.3750
0,,13,6,7,3,0.4615
0,,16,6,10,3,0.3750
0,,17,12,5,3,0.7059
0,,14,6,8,3,0.4286
0,,16,6,10,3,0.3750
0,,15,6,9,3,0.4000
0,,17,12,5,3,0.7059
0,,15,6,9,3,0.4000
0,,16,6,10,3,0.3750
0,,15,7,8,3,0.4667
0,,16,12,4,3,0.7500
0,,14,6,8,3,0.4286
0,,15,12,3,3,0.8000
0,,17,6,11,3,0.3529
0,,14,12,2,3,0.8571
0,,15,12,3,3,0.8000
0,,16,8,8,3,0.5000
0,,13,6,7,3,0.4615
0,,16,7,9,3,0.4375
0,,15,8,7,3,0.5333
0,,13,6,7,3,0.4615
0,,15,12,3,3,0.8000
0,,14,9,5,3,0.6429
0,,17,6,11,3,0.3529
0,,15,6,9,3,0.4000
0,,12,12,0,3,1.0000
0,,13,6,7,3,0.4615
0,,14,6,8,3,0.4286
0,,15,6,9,3,0.4000
0,,15,12,3,3,0.8000
0,,13,6,7,3,0.4615
0,,16,12,4,3,0.7500
0,,17,12,5,3,0.7059
0,,18,12,6,3,0.6667
0,,18,12,6,3,0.6667
0,,18,12,6,3,0.6667
0,,17,6,11,3,0.3529
0,,18,13,5,3,0.7222
0,,17,12,5,3,0.7059
0,,17,12,5,3,0.7059
0,,15,6,9,3,0.4000
0,,18,12,6,3,0.6667
0,,18,12,6,3,0.6667
0,,17,12,5,3,0.7059
0,,17,12,5,3,0.7059
0,,15,8,7,3,0.5333
0,,18,12,6,3,0.6667
0,,18,6,12,3,0.3333
0,,18,9,9,3,0.5000
0,,17,12,5,3,0.7059
0,,17,12,5,3,0.7059
0,,18,6,12,3,0.3333
0,,18,12,6,3,0.6667
0,,17,12,5,3,0.7059
0,,14,6,8,3,0.4286
0,,18,12,6,3,0.6667
0,,18,6,12,3,0.3333
0,,16,12,4,3,0.7500
0,,17,12,5,3,0.7059
0,,15,6,9,3,0.4000
0,,17,12,5,3,0.7059
0,,18,12,6,3,0.6667
0,,16,12,4,3,0.7500
0,,16,12,4,3,0.7500
0,,16,12,4,3,0.7500
0,,17,12,5,3,0.7059
0,,18,12,6,3,0.6667
0,,12,6,6,3,0.5000
0,,15,6,9,3,0.4000
0,,17,12,5,3,0.7059
0,,15,12,3,3,0.8000
0,,15,12,3,3,0.8000
0,,18,12,6,3,0.6667
0,,14,12,2,3,0.8571
0,,15,6,9,3,0.4000
0,,15,6,9,3,0.4000
0,,13,6,7,3,0.4615
0,,15,6,9,3,0.4000
0,,14,6,8,3,0.4286
0,,17,6,11,3,0.3529
0,,14,6,8,3,0.4286
0,,15,12,3,3,0.8000
0,,16,6,10,3,0.3750
0,,13,12,1,3,0.9231
0,,15,12,3,3,0.8000
0,,13,12,1,3,0.9231
0,,13,6,7,3,0.4615
0,,16,6,10,3,0.3750
0,,14,6,8,3,0.4286
0,,14,12,2,3,0.8571
0,,17,6,11,3,0.3529
0,,15,6,9,3,0.4000
0,,16,6,10,3,0.3750
0,,18,12,6,3,0.6667
0,,16,6,10,3,0.3750
0,,17,12,5,3,0.7059
0,,17,6,11,3,0.3529
0,,18,6,12,3,0.3333
0,,17,6,11,3,0.3529
0,,18,6,12,3,0.3333
0,,16,12,4,3,0.7500
0,,16,6,10,3,0.3750
0,,18,6,12,3,0.3333
0,,16,12,4,3,0.7500
0,,17,12,5,3,0.7059
0,,17,6,11,3,0.3529
0,,18,6,12,3,0.3333
0,,18,12,6,3,0.6667
0,,17,12,5,3,0.7059
0,,17,12,5,3,0.7059
0,,18,12,6,3,0.6667
0,,17,6,11,3,0.3529
0,,14,10,4,3,0.7143
0,,16,12,4,3,0.7500
0,,17,12,5,3,0.7059
0,,18,12,6,3,0.6667
0,,18,12,6,3,0.6667
0,,18,12,6,3,0.6667
0,,16,6,10,3,0.3750
0,,15,12,3,3,0.8000
0,,17,11,6,3,0.6471
0,,16,12,4,3,0.7500
0,,17,6,11,3,0.3529
0,,15,12,3,3,0.8000
0,,17,6,11,3,0.3529
0,,15,6,9,3,0.4000
0,,15,6,9,3,0.4000
0,,15,12,3,3,0.8000
0,,12,7,5,3,0.5833
0,,15,12,3,3,0.8000
0,,17,12,5,3,0.7059
0,,17,12,5,3,0.7059
0,,14,12,2,3,0.8571
0,,14,6,8,3,0.4286
0,,16,12,4,3,0.7500
0,,13,6,7,3,0.4615
0,,16,6,10,3,0.3750
0,,14,6,8,3,0.4286
0,,15,6,9,3,0.4000
0,,13,12,1,3,0.9231
0,,15,6,9,3,0.4000
0,,16,12,4,3,0.7500
0,,13,6,7,3,0.4615
0,,14,6,8,3,0.4286
0,,13,6,7,3,0.4615
0,,12,6,6,3,0.5000
0,,14,6,8,3,0.4286
0,,16,12,4,3,0.7500
0,,15,6,9,3,0.4000
0,,15,12,3,3,0.8000
0,,14,6,8,3,0.4286
0,,17,6,11,3,0.3529
0,,17,6,11,3,0.3529
0,,17,12,5,3,0.7059
0,,18,12,6,3,0.6667
0,,17,12,5,3,0.7059
0,,17,12,5,3,0.7059
0,,18,8,10,3,0.4444
0,,18,12,6,3,0.6667
0,,14,12,2,3,0.8571
0,,18,6,12,3,0.3333
0,,17,6,11,3,0.3529
0,,14,6,8,3,0.4286
0,,18,12,6,3,0.6667
0,,17,6,11,3,0.3529
0,,18,12,6,3,0.6667
0,,17,12,5,3,0.7059
0,,17,12,5,3,0.7059
0,,17,6,11,3,0.3529
0,,17,12,5,3,0.7059
0,,17,6,11,3,0.3529
0,,17,6,11,3,0.3529
0,,15,6,9,3,0.4000
0,,16,12,4,3,0.7500
0,,16,6,10,3,0.3750
0,,17,12,5,3,0.7059
0,,17,12,5,3,0.7059
0,,17,6,11,3,0.3529
0,,17,12,5,3,0.7059
0,,14,12,2,3,0.8571
0,,16,12,4,3,0.7500
0,,15,12,3,3,0.8000
0,,17,12,5,3,0.7059
0,,17,12,5,3,0.7059
0,,18,12,6,3,0.6667
0,,18,12,6,3,0.6667
0,,14,12,2,3,0.8571
0,,17,12,5,3,0.7059
0,,17,12,5,3,0.7059
0,,15,12,3,3,0.8000
0,,16,6,10,3,0.3750
0,,13,6,7,3,0.4615
0,,14,6,8,3,0.4286
0,,15,12,3,3,0.8000
0,,13,12,1,3,0.9231
0,,13,6,7,3,0.4615
0,,15,7,8,3,0.4667
0,,15,12,3,3,0.8000
0,,14,8,6,3,0.5714
0,,13,6,7,3,0.4615
0,,12,6,6,3,0.5000
0,,16,6,10,3,0.3750
0,,14,6,8,3,0.4286
0,,16,6,10,3,0.3750
0,,15,12,3,3,0.8000
0,,13,6,7,3,0.4615
0,,15,6,9,3,0.4000
0,,14,6,8,3,0.4286
0,,13,6,7,3,0.4615
0,,14,6,8,3,0.4286
0,,16,6,10,3,0.3750
0,,16,6,10,3,0.3750
0,,18,6,12,3,0.3333
0,,17,12,5,3,0.7059
0,,17,12,5,3,0.7059
0,,18,12,6,3,0.6667
0,,18,6,12,3,0.3333
0,,15,6,9,3,0.4000
0,,18,12,6,3,0.6667
0,,14,6,8,3,0.4286
0,,17,6,11,3,0.3529
0,,16,12,4,3,0.7500
0,,17,12,5,3,0.7059
0,,16,12,4,3,0.7500
0,,14,6,8,3,0.4286
0,,16,12,4,3,0.7500
0,,17,12,5,3,0.7059
0,,17,6,11,3,0.3529
0,,17,12,5,3,0.7059
0,,13,6,7,3,0.4615
0,,15,6,9,3,0.4000
0,,17,12,5,3,0.7059
0,,15,6,9,3,0.4000
0,,18,6,12,3,0.3333
0,,15,12,3,3,0.8000
0,,16,12,4,3,0.7500
0,,16,6,10,3,0.3750
0,,17,6,11,3,0.3529
0,,15,6,9,3,0.4000
0,,17,12,5,3,0.7059
0,,18,6,12,3,0.3333
0,,15,6,9,3,0.4000
0,,16,6,10,3,0.3750
0,,17,6,11,3,0.3529
0,,17,6,11,3,0.3529
0,,15,6,9,3,0.4000
0,,17,12,5,3,0.7059
0,,18,12,6,3,0.6667
0,,16,6,10,3,0.3750
0,,16,12,4,3,0.7500
0,,12,6,6,3,0.5000
0,,15,12,3,3,0.8000
0,,14,12,2,3,0.8571
0,,13,6,7,3,0.4615
0,,14,12,2,3,0.8571
0,,16,8,8,3,0.5000
0,,17,6,11,3,0.3529
0,,13,6,7,3,0.4615
0,,15,12,3,3,0.8000
0,,14,12,2,3,0.8571
0,,13,6,7,3,0.4615
0,,14,12,2,3,0.8571
0,,14,12,2,3,0.8571
0,,16,12,4,3,0.7500
0,,15,12,3,3,0.8000
0,,14,6,8,3,0.4286
0,,14,6,8,3,0.4286
0,,16,12,4,3,0.7500
0,,17,12,5,3,0.7059
0,,17,12,5,3,0.7059
0,,17,6,11,3,0.3529
0,,17,12,5,3,0.7059
0,,17,6,11,3,0.3529
0,,17,12,5,3,0.7059
0,,17,12,5,3,0.7059
0,,15,12,3,3,0.8000
0,,17,12,5,3,0.7059
0,,17,6,11,3,0.3529
0,,17,12,5,3,0.7059
0,,18,6,12,3,0.3333
0,,17,12,5,3,0.7059
0,,17,6,11,3,0.3529
0,,17,6,11,3,0.3529
0,,18,6,12,3,0.3333
0,,18,12,6,3,0.6667
0,,17,6,11,3,0.3529
0,,18,12,6,3,0.6667
0,,17,12,5,3,0.7059
0,,17,12,5,3,0.7059
0,,18,12,6,3,0.6667
0,,18,6,12,3,0.3333
0,,17,12,5,3,0.7059
0,,17,12,5,3,0.7059
0,,16,6,10,3,0.3750
0,,17,12,5,3,0.7059
0,,16,6,10,3,0.3750
0,,17,12,5,3,0.7059
0,,16,6,10,3,0.3750
0,,16,6,10,3,0.3750
0,,18,12,6,3,0.6667
0,,17,6,11,3,0.3529
0,,16,6,10,3,0.3750
0,,17,6,11,3,0.3529
0,,17,12,5,3,0.7059
0,,16,6,10,3,0.3750
0,,16,12,4,3,0.7500
0,,17,11,6,3,0.6471
0,,16,6,10,3,0.3750
0,,13,12,1,3,0.9231
0,,14,8,6,3,0.5714
0,,14,6,8,3,0.4286
0,,16,6,10,3,0.3750
0,,13,12,1,3,0.9231
0,,15,7,8,3,0.4667
0,,13,6,7,3,0.4615
0,,16,12,4,3,0.7500
0,,13,6,7,3,0.4615
